Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Verfilmt?;;
2005;O Zahir;Paulo Coelho, Margaret Jull Costa;eng;Intermediate;20515;50921;genre fiction;434.91;0.0;36.220,00;1151;Amazon Digital Services,  Inc.;4240;Nein;;
1952;The Power of Positive Thinking;Norman Vincent Peale;eng;Excellent;45873;52704;genre fiction;325.91;0.0;36.192,00;1152;Amazon Digital Services,  Inc.;4240;Nein;;
2015;In a Dark, Dark Wood ;Ruth Ware;eng;Intermediate;23802;67344;genre fiction;107.91;0.0;0.99;1153;Amazon Digital Services,  Inc.;4240;Nein;;
1905;The House of Mirth;Edith Wharton, Nina Bawden;eng;Intermediate;34394;60611;genre fiction;325.91;0.0;36.192,00;1154;Amazon Digital Services,  Inc.;4240;Ja;;
2006;Fairy Tail 1;Hiro Mashima, William Flanagan;eng;Famous;45751;65477;genre fiction;434.91;0.0;36.220,00;1155;Amazon Digital Services,  Inc.;4240;Ja (Anime);;
2014;The Slow Regard of Silent Things;Patrick Rothfuss, Nate  Taylor;eng;Intermediate;33664;57716;genre fiction;434.91;0.0;36.220,00;1156;Amazon Digital Services,  Inc.;4240;Nein;;
1853;Twelve Years a Slave;Solomon Northup;eng;Excellent;42095;39758;genre fiction;543.91;326.346;36.251,00;1156;Random House LLC;4240;Ja;;
2010;Lover Avenged, part one;J.R. Ward;eng;Famous;15067;82824;genre fiction;543.91;0.0;36.251,00;1160;Amazon Digital Services,  Inc.;109;Nein;;
1999;In the Heart of the Sea: The Tragedy of the Whaleship Essex;Nathaniel Philbrick;en-US;Excellent;42461;57259;genre fiction;107.91;0.0;0.99;1160;Amazon Digital Services,  Inc.;109;Ja;;
2006;Infidel;Ayaan Hirsi Ali;eng;Excellent;45692;58432;genre fiction;107.91;0.0;0.99;1161;Amazon Digital Services,  Inc.;109;Nein;;
2007;The Black Swan: The Impact of the Highly Improbable;Nassim Nicholas Taleb;eng;Intermediate;32203;53586;genre fiction;761.91;0.0;36.312,00;1161;Amazon Digital Services,  Inc.;109;Nein;;
2012;The Twelve;Justin Cronin;eng;Intermediate;35855;56756;genre fiction;538.92;0.0;36.251,00;1164;Amazon Digital Services,  Inc.;108;Nein;;
1962;ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°;Aleksandr Solzhenitsyn, H.T. Willetts;eng;Intermediate;34394;61678;genre fiction;646.92;388.152;36.281,00;1166;Hachette Book Group;108;Nein;;
1995;The Diamond Age;Neal Stephenson;eng;Excellent;43556;61836;genre fiction;970.92;582.552;36.373,00;1167;Macmillan;108;Nein;;
1959;A Canticle for Leibowitz;Walter M. Miller Jr.;eng;Intermediate;35490;66721;genre fiction;106.92;0.0;0.99;1167;Amazon Digital Services,  Inc.;108;Nein;;
-441;á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·;Sophocles, J.E. Thomas;eng;Intermediate;45811;67608;genre fiction;106.92;64.152;0.99;1167;Amazon Digital Services,  Inc.;108;Ja (Antike Theaterst�cke);;
2009;Brooklyn;Colm TÃ³ibÃ­n;eng;Intermediate;23071;55459;genre fiction;1659.96;995.976;15.37;1168;Amazon Digital Services,  Inc.;108;Ja;;
2011;Wither;Lauren DeStefano;eng;Intermediate;29646;84776;genre fiction;412.56;0.0;30.011,00;1169;Amazon Digital Services,  Inc.;108;Nein;;
2016;Hillbilly Elegy. A Memoir of a Family and Culture in Crisis;J.D. Vance;eng;Intermediate;36220;80737;genre fiction;430.92;0.0;36.220,00;1169;Amazon Digital Services,  Inc.;108;Ja;;
2003;Crossroads of Twilight;Robert Jordan;en-US;Intermediate;30011;61361;genre fiction;430.92;0.0;36.220,00;1170;Amazon Digital Services,  Inc.;108;Nein;;
1871;The Red Badge of Courage;Stephen Crane;eng;Novice;44256;68448;genre fiction;1186.92;712.152;36.434,00;1173;Penguin Group (USA) LLC;108;Ja;;
2014;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;eng;Excellent;42826;60236;genre fiction;1150.2;690.12;24.016,00;1174;Penguin Group (USA) LLC;108;Nein;;
1999;Gardens of the Moon;Steven Erikson;eng;Intermediate;31107;57993;genre fiction;430.92;0.0;36.220,00;1175;Amazon Digital Services,  Inc.;108;Nein;;
2006;A Bruxa de Portobello;Paulo Coelho;eng;Intermediate;18688;51461;genre fiction;1327.32;796.392;47.453,00;1179;HarperCollins Publishers;108;Nein;;
1978;A Swiftly Tilting Planet;Madeleine L'Engle;eng;Excellent;41365;75851;genre fiction;322.92;0.0;36.192,00;1182;Amazon Digital Services,  Inc.;108;Nein;;
2003;Gregor the Overlander;Suzanne Collins;eng;Intermediate;36220;66823;genre fiction;322.92;0.0;36.192,00;1183;Amazon Digital Services,  Inc.;108;Nein;;
2011;Sing You Home;Jodi Picoult;en-US;Intermediate;27820;62494;genre fiction;516.24;309.744;28.581,00;1184;Amazon Digital Services,  Inc.;108;Nein;;
1992;The Tale of the Body Thief;Anne Rice;en-US;Intermediate;45841;67267;fiction;214.92;128.952;36.161,00;1186;HarperCollins Publishers;108;Nein;;
2005;The Camel Club;David Baldacci;eng;Excellent;45692;58973;nonfiction;139.32;83.592;47.119,00;1187;Amazon Digital Services,  Inc.;108;Nein;;
2006;Saving The World and Other Extreme Sports;James Patterson;en-US;Excellent;42461;75436;genre fiction;748.44;449.064;34.121,00;1190;Hachette Book Group;108;Nein;;
1996;Blood of the Fold;Terry Goodkind;en-US;Intermediate;35855;60624;genre fiction;106.92;64.152;0.99;1192;Amazon Digital Services,  Inc.;108;Nein;;
2006;The Boleyn Inheritance;Philippa Gregory;eng;Intermediate;30742;62135;genre fiction;646.92;388.152;36.281,00;1193;Hachette Book Group;108;Nein;;
2015;A Spool of Blue Thread;Anne Tyler;eng;Novice;45750;42339;genre fiction;1186.92;712.152;36.434,00;1194;Penguin Group (USA) LLC;108;Nein;;
2016;The Underground Railroad;Colson Whitehead;eng;Excellent;45751;72052;genre fiction;538.92;0.0;36.251,00;1195;Amazon Digital Services,  Inc.;108;Ja;;
2007;Masquerade;Melissa de la Cruz;en-US;Intermediate;33298;76598;genre fiction;106.92;64.152;0.99;1196;Amazon Digital Services,  Inc.;108;Nein;;
2011;The Iron Queen;Julie Kagawa;eng;Excellent;45383;82373;nonfiction;430.92;0.0;36.220,00;1196;Amazon Digital Services,  Inc.;108;Nein;;
2012;Losing It;Cora Carmack;eng;Intermediate;28185;84438;genre fiction;538.92;323.352;36.251,00;1197;HarperCollins Publishers;108;Nein;;
2012;The Racketeer;John Grisham;;Intermediate;28915;48286;genre fiction;322.92;193.752;36.192,00;1198;Amazon Digital Services,  Inc.;108;Nein;;
1999;Disgrace;J.M. Coetzee;eng;Intermediate;30376;50422;fiction;1078.92;647.352;36.404,00;1198;Random House LLC;108;Ja;;
1928;The House at Pooh Corner;A.A. Milne, Ernest H. Shepard;en-US;Excellent;13241;69102;genre fiction;214.92;0.0;36.161,00;1199;Amazon Digital Services,  Inc.;108;Ja;;
2010;The Black Prism;Brent Weeks;en-US;Excellent;45383;58906;genre fiction;430.92;0.0;36.220,00;1199;Amazon Digital Services,  Inc.;108;Nein;;
2004;The Mermaid Chair;Sue Monk Kidd;eng;Novice;45660;62760;genre fiction;322.92;0.0;36.192,00;1199;Amazon Digital Services,  Inc.;108;Ja;;
1970;Frog and Toad Are Friends;Arnold Lobel;eng;Excellent;43191;70119;nonfiction;322.92;193.752;36.192,00;1200;HarperCollins Publishers;108;Ja;;
2002;The Carnivorous Carnival;Lemony Snicket, Brett Helquist;en-US;Intermediate;35490;83981;genre fiction;105.93;0.0;0.99;1201;Amazon Digital Services,  Inc.;107;Nein;;
2010;Heist Society;Ally Carter;en-US;Intermediate;33298;75834;genre fiction;854.93;512.958;36.342,00;1201;Random House LLC;107;Nein;;
2016;Behind Closed Doors;B.A. Paris;eng;Intermediate;34029;57865;fiction;919.13;551.478;21.763,00;1201;Penguin Group (USA) LLC;107;Nein;;
1974;The Killer Angels;Michael Shaara;en-US;Excellent;45720;58372;nonfiction;105.93;63.558;0.99;1203;Amazon Digital Services,  Inc.;107;Ja;;
1995;Circus of the Damned (Anita Blake, Vampire Hunter, #3);Laurell K. Hamilton;en-US;Excellent;42461;73883;fiction;426.93;256.158;36.220,00;1206;Penguin Group (USA) LLC;107;Nein;;
2006;Ptolemy's Gate;Jonathan Stroud;eng;Excellent;45383;63838;genre fiction;1272.23;763.338;32.813,00;1207;HarperCollins Publishers;107;Nein;;
1896;The Island of Dr. Moreau;H.G. Wells;eng;Intermediate;26359;60346;genre fiction;640.93;0.0;36.281,00;1212;Amazon Digital Services,  Inc.;107;Ja;;
2012;Opal;Jennifer L. Armentrout;;Excellent;12510;92014;genre fiction;105.93;0.0;0.99;1213;Amazon Digital Services,  Inc.;107;Nein;;
2008;Zeitoun;Dave Eggers;;Excellent;45873;55398;genre fiction;408.74;0.0;30.011,00;1214;Amazon Digital Services,  Inc.;107;Nein;;
2010;Out of My Mind;Sharon M. Draper;en-US;Excellent;13606;63756;nonfiction;319.93;0.0;36.192,00;1215;Amazon Digital Services,  Inc.;107;Nein;;
2012;Rapture;Lauren Kate;eng;Excellent;45720;79360;nonfiction;1282.93;769.758;36.465,00;1216;Random House LLC;107;Nein;;
2010;Switched;Amanda Hocking;eng;Intermediate;32568;45319;genre fiction;640.93;384.558;36.281,00;1217;Macmillan;107;Nein;;
1957;Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾;Boris Pasternak, Max Hayward, Manya Harari, John Bayley;eng;Excellent;45720;59973;fiction;854.93;512.958;36.342,00;1217;HarperCollins Publishers;107;Ja;;
2015;;Colleen Hoover;en-GB;Excellent;45748;72611;nonfiction;1175.93;705.558;36.434,00;1218;Amazon Digital Services,  Inc.;107;Ja (einige Romane);;
2012;Pines;Blake Crouch;;Intermediate;32203;34789;genre fiction;105.93;0.0;0.99;1218;Amazon Digital Services,  Inc.;107;Ja (Serie);;
1994;Disclosure;Michael Crichton;;Intermediate;27820;57818;genre fiction;854.93;512.958;36.342,00;1219;Random House LLC;107;Nein;;
2012;Death Comes to Pemberley;P.D. James;eng;Novice;44256;65906;genre fiction;426.93;256.158;36.220,00;1220;Amazon Digital Services,  Inc.;107;Ja;;
1911;Ethan Frome;Edith Wharton;eng;Novice;12844;72421;nonfiction;405.53;243.318;28.915,00;1222;HarperCollins Publishers;107;Ja;;
1992;A Map of the World;Jane Hamilton, Frank  Muller, C.J. Critt;en-GB;Intermediate;28550;61347;genre fiction;324.21;194.526;45.719,00;1223;Amazon Digital Services,  Inc.;107;Nein;;
2016;It Ends with Us;Colleen Hoover;eng;Famous;16163;80433;fiction;747.93;448.758;36.312,00;1223;Penguin Group (USA) LLC;107;Ja (in Produktion);;
1905;The Gift of the Magi;O. Henry, Lisbeth Zwerger;eng;Excellent;45842;66537;nonfiction;951.23;570.738;32.721,00;1224;Simon and Schuster Digital Sales Inc;107;Ja (Kurzfilme);;
1968;The Electric Kool-Aid Acid Test;Tom Wolfe;en-US;Intermediate;33664;54848;genre fiction;319.93;0.0;36.192,00;1225;Amazon Digital Services,  Inc.;107;Nein;;
1959;The Naked Lunch;William S. Burroughs, James Grauerholz, Barry  Miles;en-US;Novice;16862;55473;genre fiction;529.65;317.79;34.790,00;1226;Amazon Digital Services,  Inc.;107;Ja;;
1991;The Sandman: Dream Country;Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson;eng;Excellent;46844;67753;genre fiction;426.93;0.0;36.220,00;1230;Amazon Digital Services,  Inc.;107;Ja (Serie);;
2001;A Painted House;John Grisham;eng;Intermediate;24532;59974;nonfiction;105.93;0.0;0.99;1232;Amazon Digital Services,  Inc.;107;Ja (TV-Film);;
1969;The Left Hand of Darkness;Ursula K. Le Guin, Lech JÄ™czmyk;eng;Excellent;45781;61888;genre fiction;822.83;493.698;25.385,00;1233;Random House LLC;107;Nein;;
2008;Let It Snow: Three Holiday Romances;John Green, Maureen Johnson, Lauren Myracle;eng;Intermediate;30742;57632;fiction;1149.18;689.508;27.303,00;1235;Penguin Group (USA) LLC;107;Ja;;
2010;Full Dark, No Stars;Stephen King;en-US;Excellent;45720;60672;genre fiction;640.93;384.558;36.281,00;1236;Random House LLC;107;Nein;;
2014;Being Mortal: Medicine and What Matters in the End;Atul Gawande;eng;Famous;45751;56510;genre fiction;319.93;0.0;36.192,00;1237;Amazon Digital Services,  Inc.;107;Nein;;
1987;Intensity;Dean Koontz;eng;Excellent;45751;58062;genre fiction;104.94;0.0;0.99;1238;Amazon Digital Services,  Inc.;106;Nein;;
2010;Chelsea Chelsea Bang Bang;Chelsea Handler;en-US;Intermediate;29646;55355;children;477.0;286.2;45.781,00;1241;Amazon Digital Services,  Inc.;106;Nein;;
1879;Et dukkehjem;Henrik Ibsen, Michael   Meyer;eng;Intermediate;25263;69450;genre fiction;1588.94;953.364;14.99;1243;Hachette Book Group;106;Ja (Theaterst�ck/Adaptationen);;
1959;Hawaii;James A. Michener;en-GB;Excellent;43191;59963;genre fiction;212.0;0.0;2.0;1243;Amazon Digital Services,  Inc.;106;Ja;;
1961;Revolutionary Road;Richard Yates;eng;Intermediate;32568;56550;genre fiction;735.64;441.384;34.486,00;1244;Penguin Group (USA) LLC;106;Ja;;
2006;Nick & Norah's Infinite Playlist;Rachel Cohn, David Levithan;en-US;Intermediate;26724;60372;genre fiction;846.94;508.164;36.342,00;1247;Random House LLC;106;Ja;;
1966;Rosencrantz and Guildenstern are Dead;Tom Stoppard, Henry Popkin;eng;Excellent;45812;67077;nonfiction;1334.54;800.724;21.885,00;1248;Random House LLC;106;Ja;;
2011;Forever;Maggie Stiefvater;eng;Intermediate;33298;85034;genre fiction;827.86;496.716;29.768,00;1249;Penguin Group (USA) LLC;106;Nein;;
1996;The Beach;Alex Garland;eng;Intermediate;33298;52333;fiction;589.36;353.616;20.576,00;1251;Hachette Book Group;106;Ja;;
2010;Saving CeeCee Honeycutt;Beth Hoffman, Jenna Lamia;eng;Intermediate;33664;54341;genre fiction;316.94;0.0;36.192,00;1253;Amazon Digital Services,  Inc.;106;Nein;;
2012;Deadlocked;Charlaine Harris;eng;Intermediate;23802;65932;nonfiction;1058.94;635.364;36.404,00;1255;Amazon Digital Services,  Inc.;106;Nein;;
2002;Everything's Eventual: 14 Dark Tales;Stephen King;eng;Intermediate;34394;60932;fiction;316.94;190.164;36.192,00;1255;Amazon Digital Services,  Inc.;106;Nein;;
1955;Beezus and Ramona;Beverly Cleary;;Intermediate;35490;75987;genre fiction;740.94;444.564;36.312,00;1257;Random House LLC;106;Ja;;
1972;The Farthest Shore;Ursula K. Le Guin;;Excellent;45965;65626;nonfiction;210.94;0.0;36.161,00;1258;Amazon Digital Services,  Inc.;106;Nein;;
1996;Airframe;Michael Crichton;eng;Intermediate;24167;59229;genre fiction;104.94;0.0;0.99;1263;Amazon Digital Services,  Inc.;106;Nein;;
1982;Magician;Raymond E. Feist;en-US;Excellent;42826;62432;genre fiction;815.14;489.084;25.385,00;1265;Random House LLC;106;Nein;;
2004;Bet Me;Jennifer Crusie;eng;Intermediate;34759;70737;genre fiction;846.94;508.164;36.342,00;1266;Random House LLC;106;Nein;;
1994;Long Walk to Freedom: The Autobiography of Nelson Mandela;Nelson Mandela;eng;Excellent;11414;43927;genre fiction;316.94;0.0;36.192,00;1266;Amazon Digital Services,  Inc.;106;Ja (Dokumentation/Filme);;
2014;Gray Mountain;John Grisham;eng;Intermediate;19054;37379;nonfiction;104.94;62.964;0.99;1268;Amazon Digital Services,  Inc.;106;Nein;;
1989;The Power of One;Bryce Courtenay;eng;Excellent;12510;57312;genre fiction;846.94;508.164;36.342,00;1270;Random House LLC;106;Ja;;
1930;The Maltese Falcon;Dashiell Hammett;eng;Intermediate;33664;58742;genre fiction;846.94;508.164;36.342,00;1271;Hachette Book Group;106;Ja;;
2011;Night Road;Kristin Hannah;en-US;Excellent;42826;58028;genre fiction;104.94;62.964;0.99;1272;Amazon Digital Services,  Inc.;106;Nein;;
1999;Tripwire;Lee Child;eng;Excellent;45842;55251;genre fiction;316.94;0.0;36.192,00;1273;Amazon Digital Services,  Inc.;106;Nein;;
;;;;;;;;;;;;;;;;
2003;Nicht Bestseller Buch 500;Autor 197;ES;20852;27760;7;Biografie;1556.0;21546.61;23.59;;Selbstverlag;;;;
2010;Der stille Fluss;Clara Meier;DE;19054;33270;9;Roman;268.0;1489.66;36.404,00;;Verlag Blau;;Nein;;
2016;Shadow of the Moon;John Smith;EN;20149;22313;8;Thriller;1624.0;7480.13;27.303,00;;Night Press;;Nein;;
2020;Le Voyage Perdu;Sophie Laurent;FR;19419;29618;4;Roman;968.0;3132.88;15.615,00;;Éditions Lumière;;Nein;;
2013;El bosque oscuro;Carlos Diaz;ES;16103;13210;3;Fantasy;158.0;2216.68;23.88;;Editorial Sol;;Nein;;
2008;Die verlorene Zeit;Anna Schmidt;DE;45691;30376;9;Sachbuch;216.0;2492.5;24.89;;Verlag Grün;;Nein;;
1853;The House of Mirth;Edith Wharton;en;45692;45903;12000;Klassiker;5M;1.2M;Dez 99;450;Scribner;4.8M;Ja;;
1859;A Canticle for Leibowitz;Walter M. Miller Jr;en;4.0;45661;8000;Sci-Fi;2M;0.8M;14.99;700;Doubleday;1.9M;Nein;;
1850;The Maltese Falcon;Dashiell Hammett;en;45781;4.0;15000;Krimi;3.5M;1.1M;Okt 99;300;Knopf;3.2M;Ja;;
2013;Twelve Years a Slave;Solomon Northup;en;45873;45751;25000;Memoir/Biography;7M;3.5M;16.99;120;Houghton Mifflin;6.5M;Ja;;
2009;In the Heart of the Sea;Nathaniel Philbrick;en;45812;45692;22000;History;6M;2.9M;15.99;210;Viking;5.7M;Ja;;
2016;Brooklyn;Colm T�ib�n;en;45720;45661;18000;Roman;4M;1.5M;13.99;340;Scribner;3.8M;Ja;;
2016;The Underground Railroad;Colson Whitehead;en;45842;45781;27000;Historical;5.5M;2.7M;17.99;150;Doubleday;5.0M;Ja;;
2016;The Underground Railroad;Colson Whitehead;en;45842;45781;27000;Historical;5.5M;2.7M;17.99;150;Doubleday;5.0M;Ja;;
2017;It Ends with Us;Colleen Hoover;en;45781;45751;120000;Romance;6M;3.0M;14.99;100;Atria Books;5.5M;Nein;;
2018;Becoming;Michelle Obama;en;45873;45812;220000;Memoir;10M;4.5M;20.99;10;Crown;9.5M;Ja;;
2018;Circe;Madeline Miller;en;45812;45720;100000;Fantasy;4M;1.8M;16.99;200;Little, Brown;3.8M;Nein;;
2020;A Promised Land;Barack Obama;en;45842;45781;150000;Memoir;8M;3.6M;25.99;50;Crown;7.5M;Ja;;
2020;The Night Circus;Erin Morgenstern;en;45781;45692;95000;Fantasy;3.8M;1.6M;14.99;300;Doubleday;3.5M;Nein;;
2021;The Four Winds;Kristin Hannah;en;45812;45720;85000;Historical;4.5M;2.0M;15.99;210;St. Martin's Press;4.2M;Nein;;
2022;Tomorrow, and Tomorrow, and Tomorrow;Gabrielle Zevin;en;45781;45751;40000;Fiction;2M;0.9M;18.99;450;Knopf;1.9M;Nein;;
2023;Spare;Prince Harry;en;45692;4.0;30000;Memoir;3M;1.2M;19.99;350;Penguin;2.8M;Ja;;
2024;Lessons in Chemistry;Bonnie Garmus;en;45812;45781;25000;Fiction;1.8M;0.8M;17.99;500;Doubleday;1.7M;Nein;;
2015;The Girl on the Train;Paula Hawkins;en;45720;45661;350000;Thriller;20M;8M;15.99;20;Riverhead Books;18M;Ja;;
2016;La V�rit� sur l'Affaire Harry Quebert;Jo�l Dicker;fr;45781;45692;90000;Mystery;3M;1.2M;14.99;120;�ditions de Fallois;2.7M;Ja;;
2017;Der Insasse;Sebastian Fitzek;de;45812;45751;70000;Thriller;4M;1.5M;16.99;130;Droemer Knaur;3.8M;Nein;;
2018;Norwegian Wood;Haruki Murakami;ja;45842;45720;120000;Fiction;5M;2M;13.99;300;Kodansha;4.5M;Ja;;
2019;Pachinko;Min Jin Lee;en;45781;45751;85000;Historical;3.5M;1.4M;16.99;250;Grand Central Pub;3.3M;Ja;;
2020;La sombra del viento;Carlos Ruiz Zaf�n;es;45812;45781;95000;Mystery;6M;2.7M;14.99;140;Planeta;5.5M;Ja;;
2021;The Henna Artist;Alka Joshi;en;45751;45720;50000;Historical;2.1M;0.9M;15.99;400;Atria Books;1.9M;Nein;;
2022;Klara und die Sonne;Kazuo Ishiguro;de;45720;45692;40000;Sci-Fi;1.5M;0.7M;18.99;420;S. Fischer Verlag;1.4M;Nein;;
2023;Die Spiegelreisende;Christelle Dabos;fr;45812;45781;35000;Fantasy;1.2M;0.6M;17.99;480;Gallimard;1.1M;Nein;;
2024;Llamas de fuego;Javier Castillo;es;45781;45751;27000;Thriller;0.9M;0.4M;16.99;510;Planeta;0.85M;Nein;;
2016;Zuleikha Opens Her Eyes;Guzel Yakhina;ru;45781;45751;65;Historical;2.5M;1.2M;13.99;310;AST (Russia);2.3M;Ja (Serie);;
2017;El d�a que se perdi� el amor;Javier Castillo;es;45751;45692;58;Thriller;2.8M;1.1M;14.99;280;Suma (Planeta);2.6M;Nein;;
2018;Boy Swallows Universe;Trent Dalton;en-AU;45812;45781;80;Fiction;3.5M;1.6M;15.99;200;HarperCollins Australia;3.3M;Ja (Netflix);;
2019;La cara norte del coraz�n;Dolores Redondo;es;45812;45751;40;Crime;1.8M;;;;;;;;
2014;Big Little Lies;Liane Moriarty;en;45720;11414;1?084?000;Drama/Mystery;~10?M;~4?M;17.99;1;Berkley;~9?M;Ja (HBO) (goodreads.com, bodyandsoul.com.au, apnews.com);;
2016;Truly Madly Guilty;Liane Moriarty;en;45811;21610;311?000;Drama/Thriller;~3?M;~1.2?M;16.99;50;Flatiron Books;~2.5?M;Projekt (HBO optioniert);;
2013;The Husband's Secret;Liane Moriarty;en;4.0;34759;711?000;Thriller;~4?M;~1.5?M;16.99;100;Berkley;~3.5?M;Ja geplant (Blake Lively);;
2018;Nine Perfect Strangers;Liane Moriarty;en;45811;20515;466?000;Drama/Mystery;~3?M;~1.2?M;17.99;120;Flatiron Books;~2.8?M;Ja (Hulu-Serie);;
2021;Apples Never Fall;Liane Moriarty;en;45872;27820;425?000;Thriller/Drama;~2.5?M;~1.0?M;17.99;150;Flatiron Books;~2.3?M;Ja (Peacock-Serie);;
2011;The Hypnotist's Love Story;Liane Moriarty;en;45841;25993;157?000;Romance/Thriller;~1.5?M;~0.6?M;14.99;340;Pan Macmillan;~1.4?M;Ja (ABC Pilot);;
2009 (Reprint 2024);What Alice Forgot;Liane Moriarty;en;45661;45842;500?000;Fiction/Drama;~3?M;~1.2?M;15.99;250;Putnam;~2.7?M;Teilw. optioniert;;
2024;Here One Moment;Liane Moriarty;en;45692;43191;3?000;Thriller;-;-;-;-;Crown;-;Geplant (TV-Serie);;
2015;Soumission;Michel Houellebecq;fr;�;�;�;Politischer Roman;�;�;�;�;Flammarion;�;Nein;Nein;
2017;L'Art de perdre;Alice Zeniter;fr;�;�;�;Historischer Roman;�;�;�;�;�;�;Nein;Nein;
2019;S�rotonine;Michel Houellebecq;fr;�;�;�;Zeitgen�ssisch;�;�;�;�;Flammarion;0.32M;Nein;Nein;
2023;Veiller sur elle;Jean?Baptiste Andrea;fr;�;�;�;Familiendrama;0.7M;�;�;�;L'Iconoclaste;0.7M;In Entwicklung (TV-Serie) (en.wikipedia.org, en.wikipedia.org);In Entwicklung (TV-Serie) (en.wikipedia.org, en.wikipedia.org);
