Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Buchtitel;Verfilmt?;;
2011;Nicht Bestseller Buch 256;Autor 90;ES;16103;26299;6;Thriller;311.0;1687.08;15.158,00  ;;Verlag C;;;;;
2024;Nicht Bestseller Buch 257;Autor 50;DE;34731;26299;15;Sachbuch;891.0;11875.66;16.954,00  ;;Selbstverlag;;;;;
2001;Nicht Bestseller Buch 258;Autor 171;ES;27426;12479;15;Roman;1189.0;15707.81;13.424,00  ;;Selbstverlag;;;;;
2004;Nicht Bestseller Buch 259;Autor 4;FR;16834;35827;13;Science Fiction;1763.0;25135.21;45.915,00  ;;Verlag A;;;;;
2022;Nicht Bestseller Buch 260;Autor 89;EN;13547;45779;13;Science Fiction;1664.0;8667.49;25.355,00  ;;Selbstverlag;;;;;
2001;Nicht Bestseller Buch 261;Autor 69;EN;46419;19391;11;Thriller;1572.0;20384.98;45.889,00  ;;Verlag A;;;;;
2000;Nicht Bestseller Buch 262;Autor 87;ES;43497;21217;5;Fantasy;1544.0;18149.87;45.890,00  ;;Verlag B;;;;;
2020;Nicht Bestseller Buch 263;Autor 48;FR;46813;28856;9;Roman;976.0;8902.05;45.681,00  ;;Verlag B;;;;;
2010;Nicht Bestseller Buch 264;Autor 185;ES;33635;22647;3;Thriller;1202.0;6308.18;45.931,00  ;;Selbstverlag;;;;;
2008;Nicht Bestseller Buch 265;Autor 105;EN;45871;12451;6;Biografie;1593.0;11821.87;45.826,00  ;;Selbstverlag;;;;;
2010;Nicht Bestseller Buch 266;Autor 190;FR;46054;46082;5;Sachbuch;1173.0;15231.7;13.55;;Selbstverlag;;;;;
2014;Nicht Bestseller Buch 267;Autor 22;FR;45660;27061;14;Biografie;1388.0;17419.85;19.906,00  ;;Verlag B;;;;;
2020;Nicht Bestseller Buch 268;Autor 155;FR;20486;15373;5;Thriller;1656.0;23558.6;17.37;;Verlag B;;;;;
2016;Nicht Bestseller Buch 269;Autor 103;ES;16497;13181;8;Biografie;1359.0;13092.7;23.316,00  ;;Selbstverlag;;;;;
2010;Nicht Bestseller Buch 270;Autor 138;EN;43160;27395;7;Fantasy;1467.0;8534.27;15.98;;Selbstverlag;;;;;
2018;Nicht Bestseller Buch 271;Autor 1;FR;45659;23408;10;Science Fiction;1705.0;12894.66;23.57;;Verlag B;;;;;
2008;Nicht Bestseller Buch 272;Autor 88;FR;45993;45839;4;Sachbuch;298.0;3807.15;13.485,00  ;;Verlag C;;;;;
2008;Nicht Bestseller Buch 273;Autor 160;DE;21582;45779;9;Fantasy;451.0;2540.77;21.85;;Verlag A;;;;;
2017;Nicht Bestseller Buch 274;Autor 182;DE;22678;42795;11;Fantasy;407.0;2392.56;21.28;;Verlag A;;;;;
2023;Nicht Bestseller Buch 275;Autor 75;DE;44986;46419;5;Biografie;127.0;1188.85;17.23;;Verlag A;;;;;
2014;Nicht Bestseller Buch 276;Autor 28;DE;12114;20486;10;Biografie;1855.0;11913.44;26.938,00  ;;Verlag B;;;;;
2002;Nicht Bestseller Buch 277;Autor 165;FR;31444;45659;4;Biografie;869.0;9801.76;45.047,00  ;;Verlag A;;;;;
2006;Nicht Bestseller Buch 278;Autor 95;EN;45660;45871;5;Science Fiction;391.0;2007.71;21.72;;Verlag C;;;;;
2015;Nicht Bestseller Buch 279;Autor 188;ES;45689;13575;5;Biografie;339.0;5036.73;32.782,00  ;;Verlag C;;;;;
2002;Nicht Bestseller Buch 280;Autor 92;DE;43160;41699;12;Sachbuch;1403.0;12815.78;12.298,00  ;;Verlag A;;;;;
2022;Nicht Bestseller Buch 281;Autor 60;ES;45810;15036;1;Thriller;734.0;8084.36;19.16;;Verlag B;;;;;
2021;Nicht Bestseller Buch 282;Autor 97;ES;20852;45719;7;Roman;1802.0;23518.29;15.19;;Selbstverlag;;;;;
2010;Nicht Bestseller Buch 283;Autor 178;DE;44593;41699;14;Sachbuch;935.0;5867.92;13.85;;Verlag B;;;;;
2010;Nicht Bestseller Buch 284;Autor 95;EN;42064;45871;8;Thriller;832.0;11355.64;45.880,00  ;;Verlag A;;;;;
2000;Nicht Bestseller Buch 285;Autor 61;ES;45660;13547;8;Roman;1178.0;15244.58;14.17;;Verlag B;;;;;
2001;Nicht Bestseller Buch 286;Autor 186;ES;45780;20455;4;Biografie;1301.0;17203.96;30.103,00  ;;Verlag B;;;;;
2015;Nicht Bestseller Buch 287;Autor 126;FR;13210;34700;1;Roman;358.0;2413.71;21.67;;Verlag C;;;;;
2000;Nicht Bestseller Buch 288;Autor 168;DE;46447;45691;1;Science Fiction;656.0;5329.15;21.77;;Verlag B;;;;;
2005;Nicht Bestseller Buch 289;Autor 65;FR;45690;13181;5;Science Fiction;1775.0;15247.33;41.913,00  ;;Verlag A;;;;;
2020;Nicht Bestseller Buch 290;Autor 18;EN;28522;45659;5;Science Fiction;1121.0;14144.48;45.726,00  ;;Verlag A;;;;;
2005;Nicht Bestseller Buch 291;Autor 188;FR;17199;45779;3;Sachbuch;339.0;3946.36;16.47;;Verlag A;;;;;
2006;Nicht Bestseller Buch 292;Autor 83;ES;45691;18629;9;Science Fiction;109.0;690.98;20.059,00  ;;Selbstverlag;;;;;
2009;Nicht Bestseller Buch 293;Autor 74;EN;17564;16469;14;Science Fiction;1604.0;10808.16;45.783,00  ;;Verlag C;;;;;
2003;Nicht Bestseller Buch 294;Autor 2;EN;15766;28491;14;Biografie;345.0;5102.53;13.45;;Verlag A;;;;;
2001;Nicht Bestseller Buch 295;Autor 173;FR;20852;45323;0;Roman;564.0;5877.32;46.010,00  ;;Selbstverlag;;;;;
2000;Nicht Bestseller Buch 296;Autor 124;EN;22678;12086;5;Fantasy;1287.0;13553.73;18.88;;Verlag C;;;;;
2019;Nicht Bestseller Buch 297;Autor 107;FR;22313;27791;14;Sachbuch;1653.0;24391.01;29.129,00  ;;Verlag B;;;;;
2010;Nicht Bestseller Buch 298;Autor 2;EN;13181;45902;8;Science Fiction;517.0;3666.77;23.36;;Verlag B;;;;;
2003;Nicht Bestseller Buch 299;Autor 195;EN;22313;45810;1;Roman;1628.0;22912.94;15.18;;Selbstverlag;;;;;
2005;Nicht Bestseller Buch 300;Autor 194;ES;16834;25965;12;Fantasy;933.0;13338.93;45.789,00  ;;Selbstverlag;;;;;
2004;Nicht Bestseller Buch 301;Autor 139;DE;15766;45841;8;Roman;986.0;5770.71;15.61;;Verlag C;;;;;
2000;Nicht Bestseller Buch 302;Autor 43;ES;45810;29952;7;Sachbuch;1237.0;12660.5;45.753,00  ;;Verlag A;;;;;
2014;Nicht Bestseller Buch 303;Autor 169;EN;22678;19391;10;Biografie;1227.0;7130.45;17.15;;Selbstverlag;;;;;
2007;Nicht Bestseller Buch 304;Autor 28;FR;16497;45719;1;Thriller;1334.0;19284.9;45.998,00  ;;Selbstverlag;;;;;
2016;Nicht Bestseller Buch 305;Autor 156;DE;45780;20821;13;Science Fiction;566.0;5260.23;32.448,00  ;;Verlag C;;;;;
2009;Nicht Bestseller Buch 306;Autor 103;FR;28522;25934;9;Biografie;1003.0;8795.09;45.666,00  ;;Verlag A;;;;;
2020;Nicht Bestseller Buch 307;Autor 102;ES;46447;19391;6;Fantasy;955.0;7391.95;15.15;;Verlag C;;;;;
2020;Nicht Bestseller Buch 308;Autor 17;ES;34001;23774;15;Science Fiction;1076.0;9552.21;14.062,00  ;;Verlag A;;;;;
2005;Nicht Bestseller Buch 309;Autor 68;DE;12451;31048;5;Biografie;424.0;5715.91;22.981,00  ;;Verlag A;;;;;
2006;Nicht Bestseller Buch 310;Autor 42;EN;30348;29983;11;Sachbuch;797.0;7765.86;15.64;;Selbstverlag;;;;;
2019;Nicht Bestseller Buch 311;Autor 113;FR;23408;45993;7;Science Fiction;1340.0;12842.0;22.93;;Selbstverlag;;;;;
2017;Nicht Bestseller Buch 312;Autor 150;DE;20852;35431;5;Sachbuch;1488.0;19751.98;44.501,00  ;;Selbstverlag;;;;;
2023;Nicht Bestseller Buch 313;Autor 37;EN;45994;34001;11;Thriller;1262.0;10448.6;23.19;;Selbstverlag;;;;;
2021;Nicht Bestseller Buch 314;Autor 99;ES;44958;45903;8;Science Fiction;366.0;4861.7;42.675,00  ;;Verlag B;;;;;
2003;Nicht Bestseller Buch 315;Autor 112;EN;24869;13912;13;Science Fiction;1908.0;18376.93;20.760,00  ;;Selbstverlag;;;;;
2005;Nicht Bestseller Buch 316;Autor 184;EN;45840;32174;3;Fantasy;1431.0;8849.52;32.629,00  ;;Selbstverlag;;;;;
2019;Nicht Bestseller Buch 317;Autor 17;DE;45779;12086;5;Sachbuch;1083.0;9573.32;17.48;;Verlag B;;;;;
2004;Nicht Bestseller Buch 318;Autor 160;DE;13181;45659;5;Biografie;219.0;1887.68;11.567,00  ;;Verlag C;;;;;
2002;Nicht Bestseller Buch 319;Autor 162;ES;2.0;45871;7;Roman;814.0;12114.33;23.46;;Selbstverlag;;;;;
2002;Nicht Bestseller Buch 320;Autor 36;FR;45994;45993;12;Sachbuch;1371.0;8374.05;35.247,00  ;;Verlag A;;;;;
2006;Nicht Bestseller Buch 321;Autor 81;ES;15738;17958;9;Fantasy;259.0;2632.99;24.26;;Verlag A;;;;;
2017;Nicht Bestseller Buch 322;Autor 157;FR;17564;45839;10;Thriller;1371.0;16244.07;14.185,00  ;;Selbstverlag;;;;;
2016;Nicht Bestseller Buch 323;Autor 188;EN;46447;45964;12;Biografie;1496.0;10604.48;17.73;;Selbstverlag;;;;;
2018;Nicht Bestseller Buch 324;Autor 35;DE;45749;45779;15;Thriller;970.0;5530.23;18.780,00  ;;Verlag C;;;;;
2013;Nicht Bestseller Buch 325;Autor 42;EN;46082;45691;5;Fantasy;1764.0;22423.81;20.85;;Selbstverlag;;;;;
2008;Nicht Bestseller Buch 326;Autor 145;EN;43525;44621;11;Biografie;536.0;4495.89;28.795,00  ;;Verlag A;;;;;
2000;Nicht Bestseller Buch 327;Autor 128;EN;21217;46054;7;Sachbuch;1086.0;9188.0;34.973,00  ;;Selbstverlag;;;;;
2012;Nicht Bestseller Buch 328;Autor 97;DE;46447;32143;3;Sachbuch;751.0;6899.07;20.210,00  ;;Verlag C;;;;;
2013;Nicht Bestseller Buch 329;Autor 144;EN;41671;42430;6;Thriller;1888.0;27002.03;20.23;;Verlag C;;;;;
2003;Nicht Bestseller Buch 330;Autor 192;FR;46054;19025;1;Sachbuch;789.0;5628.99;45.850,00  ;;Verlag B;;;;;
2018;Nicht Bestseller Buch 331;Autor 47;DE;20852;35827;5;Biografie;770.0;11357.81;23.621,00  ;;Verlag B;;;;;
2011;Nicht Bestseller Buch 332;Autor 82;ES;29983;43132;1;Fantasy;436.0;3480.35;22.42;;Verlag C;;;;;
2019;Nicht Bestseller Buch 333;Autor 6;DE;45659;44593;5;Fantasy;407.0;5752.59;14.93;;Verlag C;;;;;
2010;Nicht Bestseller Buch 334;Autor 1;FR;15373;45901;6;Roman;212.0;1434.46;32.051,00  ;;Verlag C;;;;;
2001;Nicht Bestseller Buch 335;Autor 26;FR;43132;34001;12;Science Fiction;1072.0;11694.92;24.63;;Verlag A;;;;;
2015;Nicht Bestseller Buch 336;Autor 185;FR;29618;32143;6;Sachbuch;733.0;9803.8;18.79;;Verlag C;;;;;
2005;Nicht Bestseller Buch 337;Autor 58;FR;20486;15766;0;Biografie;183.0;2328.42;47.270,00  ;;Verlag B;;;;;
2010;Nicht Bestseller Buch 338;Autor 95;ES;33635;45352;6;Science Fiction;696.0;4044.98;17.838,00  ;;Selbstverlag;;;;;
2017;Nicht Bestseller Buch 339;Autor 81;FR;21582;42036;14;Fantasy;697.0;6221.74;19.42;;Selbstverlag;;;;;
2006;Nicht Bestseller Buch 340;Autor 15;FR;20486;28522;3;Fantasy;267.0;1676.11;27.912,00  ;;Verlag A;;;;;
2016;Nicht Bestseller Buch 341;Autor 132;DE;34001;17593;0;Science Fiction;792.0;9723.16;24.57;;Selbstverlag;;;;;
2012;Nicht Bestseller Buch 342;Autor 84;EN;12844;45691;10;Thriller;1889.0;20157.24;18.72;;Verlag B;;;;;
2020;Nicht Bestseller Buch 343;Autor 48;ES;32540;45690;4;Biografie;1113.0;6958.79;45.801,00  ;;Selbstverlag;;;;;
2014;Nicht Bestseller Buch 344;Autor 117;ES;22313;45719;7;Sachbuch;929.0;4826.26;27.973,00  ;;Selbstverlag;;;;;
2016;Nicht Bestseller Buch 345;Autor 182;ES;42064;32509;1;Thriller;837.0;11920.32;18.69;;Selbstverlag;;;;;
2012;Nicht Bestseller Buch 346;Autor 182;EN;45690;36192;11;Thriller;1800.0;16781.89;45.856,00  ;;Verlag A;;;;;
2007;Nicht Bestseller Buch 347;Autor 78;FR;13181;22647;1;Fantasy;1384.0;15545.55;20.029,00  ;;Verlag C;;;;;
2013;Nicht Bestseller Buch 348;Autor 118;FR;47178;22678;11;Sachbuch;1188.0;10880.61;16.64;;Verlag C;;;;;
2021;Nicht Bestseller Buch 349;Autor 144;ES;45902;20121;7;Biografie;489.0;4164.99;22.37;;Verlag A;;;;;
2002;Nicht Bestseller Buch 350;Autor 121;ES;42795;45872;2;Roman;279.0;3622.44;21.95;;Selbstverlag;;;;;
2008;Nicht Bestseller Buch 351;Autor 63;FR;24869;24504;3;Fantasy;1897.0;22076.06;14.91;;Verlag A;;;;;
2003;Nicht Bestseller Buch 352;Autor 125;EN;45810;45750;10;Biografie;1418.0;19917.91;45.768,00  ;;Verlag B;;;;;
2021;Nicht Bestseller Buch 353;Autor 74;DE;11383;16497;7;Science Fiction;1946.0;28449.04;45.709,00  ;;Selbstverlag;;;;;
2024;Nicht Bestseller Buch 354;Autor 76;EN;45811;35462;0;Fantasy;471.0;6800.81;22.99;;Verlag C;;;;;
2020;Nicht Bestseller Buch 355;Autor 28;EN;29618;42401;9;Fantasy;1196.0;11290.22;20.28;;Selbstverlag;;;;;
2020;Nicht Bestseller Buch 356;Autor 7;FR;20486;45963;7;Fantasy;324.0;3839.03;45.761,00  ;;Verlag C;;;;;
2022;Nicht Bestseller Buch 357;Autor 142;FR;25965;16103;12;Science Fiction;1467.0;19179.26;22.79;;Verlag C;;;;;
2002;Nicht Bestseller Buch 358;Autor 106;FR;30713;23743;8;Biografie;1309.0;13477.84;22.86;;Selbstverlag;;;;;
2014;Nicht Bestseller Buch 359;Autor 1;EN;44958;29952;6;Biografie;1071.0;7623.94;13.25;;Verlag A;;;;;
2022;Nicht Bestseller Buch 360;Autor 31;ES;45660;45870;12;Thriller;1492.0;9508.33;29.891,00  ;;Selbstverlag;;;;;
2018;Nicht Bestseller Buch 361;Autor 61;DE;20852;44228;12;Biografie;136.0;1261.58;22.616,00  ;;Verlag A;;;;;
2000;Nicht Bestseller Buch 362;Autor 53;ES;31444;27426;9;Biografie;1805.0;20768.71;23.894,00  ;;Verlag B;;;;;
2006;Nicht Bestseller Buch 363;Autor 20;EN;45660;45717;7;Sachbuch;531.0;7184.84;13.63;;Selbstverlag;;;;;
2001;Nicht Bestseller Buch 364;Autor 2;DE;26330;23377;1;Thriller;1284.0;8718.23;16.13;;Verlag B;;;;;
2003;Nicht Bestseller Buch 365;Autor 25;DE;45718;16469;13;Sachbuch;562.0;4621.19;16.589,00  ;;Verlag C;;;;;
2023;Nicht Bestseller Buch 366;Autor 149;EN;15766;25204;6;Sachbuch;1029.0;15404.55;45.889,00  ;;Verlag A;;;;;
2005;Nicht Bestseller Buch 367;Autor 102;EN;25965;46419;13;Sachbuch;1439.0;18413.86;21.85;;Selbstverlag;;;;;
2009;Nicht Bestseller Buch 368;Autor 73;FR;19756;45778;11;Thriller;1828.0;25351.76;32.843,00  ;;Verlag B;;;;;
2002;Nicht Bestseller Buch 369;Autor 121;DE;45811;35065;8;Biografie;1220.0;16505.94;13.089,00  ;;Verlag B;;;;;
2012;Nicht Bestseller Buch 370;Autor 155;DE;26330;45689;10;Roman;1585.0;9637.06;43.344,00  ;;Verlag C;;;;;
2011;Nicht Bestseller Buch 371;Autor 55;FR;17564;17958;9;Science Fiction;1969.0;29154.05;23.34;;Verlag B;;;;;
2003;Nicht Bestseller Buch 372;Autor 35;ES;17564;19025;9;Sachbuch;190.0;1028.97;20.73;;Verlag C;;;;;
2024;Nicht Bestseller Buch 373;Autor 1;FR;46813;15008;3;Science Fiction;114.0;1314.11;29.830,00  ;;Verlag B;;;;;
2016;Nicht Bestseller Buch 374;Autor 121;FR;45659;16103;6;Fantasy;1175.0;9518.42;12.328,00  ;;Verlag C;;;;;
2006;Nicht Bestseller Buch 375;Autor 110;DE;45719;13210;11;Sachbuch;1130.0;10744.74;45.978,00  ;;Selbstverlag;;;;;
2007;Nicht Bestseller Buch 376;Autor 134;DE;17593;27760;9;Biografie;1906.0;16729.6;25.082,00  ;;Selbstverlag;;;;;
2005;Nicht Bestseller Buch 377;Autor 115;DE;33270;45717;13;Thriller;116.0;1171.26;19.238,00  ;;Selbstverlag;;;;;
2012;Nicht Bestseller Buch 378;Autor 182;EN;45780;17593;0;Thriller;852.0;10461.12;19.74;;Selbstverlag;;;;;
2002;Nicht Bestseller Buch 379;Autor 145;FR;17227;45872;4;Fantasy;1804.0;20907.77;14.51;;Verlag A;;;;;
2009;Nicht Bestseller Buch 380;Autor 122;DE;24869;45659;15;Thriller;346.0;4145.24;22.86;;Selbstverlag;;;;;
2018;Nicht Bestseller Buch 381;Autor 101;DE;45963;31079;9;Biografie;437.0;6496.99;45.917,00  ;;Verlag B;;;;;
2008;Nicht Bestseller Buch 382;Autor 166;DE;45659;27426;2;Biografie;428.0;2316.44;24.077,00  ;;Verlag B;;;;;
2003;Nicht Bestseller Buch 383;Autor 151;DE;25965;28157;7;Sachbuch;1375.0;11009.27;30.926,00  ;;Verlag B;;;;;
2012;Nicht Bestseller Buch 384;Autor 88;DE;42401;24838;0;Fantasy;1893.0;10891.61;28.611,00  ;;Selbstverlag;;;;;
2024;Nicht Bestseller Buch 385;Autor 14;ES;11749;17958;9;Science Fiction;1641.0;15948.0;23.79;;Verlag C;;;;;
2022;Nicht Bestseller Buch 386;Autor 200;FR;45780;45659;8;Fantasy;403.0;4394.54;18.41;;Selbstverlag;;;;;
2001;Nicht Bestseller Buch 387;Autor 46;ES;26330;15401;1;Fantasy;741.0;6635.0;18.62;;Verlag A;;;;;
2003;Nicht Bestseller Buch 388;Autor 32;ES;45993;45871;5;Science Fiction;1488.0;11362.99;19.694,00  ;;Verlag C;;;;;
2024;Nicht Bestseller Buch 389;Autor 172;ES;43160;15766;0;Fantasy;726.0;8172.93;45.857,00  ;;Verlag C;;;;;
2011;Nicht Bestseller Buch 390;Autor 188;EN;11720;24139;1;Science Fiction;891.0;12484.97;23.42;;Verlag A;;;;;
2020;Nicht Bestseller Buch 391;Autor 76;DE;45659;12479;6;Sachbuch;163.0;2271.5;45.709,00  ;;Verlag A;;;;;
2014;Nicht Bestseller Buch 392;Autor 18;EN;28157;27426;4;Roman;1793.0;12167.5;22.33;;Verlag B;;;;;
2005;Nicht Bestseller Buch 393;Autor 75;DE;45780;13912;8;Sachbuch;1364.0;10351.4;17.53;;Verlag C;;;;;
2011;Nicht Bestseller Buch 394;Autor 133;FR;42795;18660;13;Thriller;384.0;4517.44;31.717,00  ;;Verlag A;;;;;
2020;Nicht Bestseller Buch 395;Autor 79;FR;43132;15008;0;Thriller;1800.0;24132.41;45.879,00  ;;Verlag B;;;;;
2012;Nicht Bestseller Buch 396;Autor 185;ES;16103;45717;15;Roman;1214.0;17114.68;28.642,00  ;;Verlag B;;;;;
2017;Nicht Bestseller Buch 397;Autor 194;FR;45717;45964;12;Fantasy;183.0;1809.39;14.062,00  ;;Verlag C;;;;;
2024;Nicht Bestseller Buch 398;Autor 197;DE;45659;12114;0;Science Fiction;1256.0;13773.43;17.46;;Verlag B;;;;;
2020;Nicht Bestseller Buch 399;Autor 186;ES;11720;46054;10;Biografie;1093.0;13830.58;15.98;;Verlag A;;;;;
2001;Nicht Bestseller Buch 400;Autor 198;DE;12114;45903;8;Thriller;1290.0;14222.27;13.32;;Verlag A;;;;;
2001;Nicht Bestseller Buch 401;Autor 188;FR;27061;24838;11;Biografie;341.0;1835.56;18.080,00  ;;Verlag A;;;;;
2002;Nicht Bestseller Buch 402;Autor 57;ES;33270;35827;13;Science Fiction;1375.0;15939.3;23.67;;Selbstverlag;;;;;
2006;Nicht Bestseller Buch 403;Autor 141;EN;11720;46054;14;Sachbuch;1604.0;10620.61;45.848,00  ;;Verlag A;;;;;
2020;Nicht Bestseller Buch 404;Autor 172;ES;17593;29952;13;Biografie;1295.0;10732.06;22.0;;Verlag B;;;;;
2003;Nicht Bestseller Buch 405;Autor 195;EN;45780;45690;11;Fantasy;390.0;3649.72;15.35;;Verlag B;;;;;
2002;Nicht Bestseller Buch 406;Autor 26;FR;42401;36192;12;Science Fiction;234.0;1268.43;13.69;;Verlag B;;;;;
2022;Nicht Bestseller Buch 407;Autor 171;DE;45871;44621;12;Biografie;1501.0;18433.33;21.79;;Verlag A;;;;;
2012;Nicht Bestseller Buch 408;Autor 144;DE;26330;45718;9;Sachbuch;1657.0;13126.29;23.89;;Verlag B;;;;;
2019;Nicht Bestseller Buch 409;Autor 116;DE;47178;17199;12;Fantasy;1861.0;12319.3;21.56;;Selbstverlag;;;;;
2000;Nicht Bestseller Buch 410;Autor 91;EN;12479;45994;8;Thriller;364.0;3277.61;12.298,00  ;;Verlag B;;;;;
2022;Nicht Bestseller Buch 411;Autor 48;FR;17564;45872;4;Sachbuch;1255.0;11331.28;45.754,00  ;;Verlag B;;;;;
2012;Nicht Bestseller Buch 412;Autor 86;DE;43497;15738;4;Biografie;424.0;5447.8;22.34;;Selbstverlag;;;;;
2004;Nicht Bestseller Buch 413;Autor 132;ES;45872;29983;13;Fantasy;1529.0;22224.52;45.728,00  ;;Selbstverlag;;;;;
2003;Nicht Bestseller Buch 414;Autor 27;EN;22313;45690;10;Science Fiction;303.0;4031.13;20.38;;Verlag C;;;;;
2022;Nicht Bestseller Buch 415;Autor 167;FR;11355;44958;5;Biografie;506.0;2651.3;26.085,00  ;;Verlag A;;;;;
2008;Nicht Bestseller Buch 416;Autor 110;FR;45323;20455;6;Sachbuch;1009.0;11996.86;45.662,00  ;;Verlag B;;;;;
2020;Nicht Bestseller Buch 417;Autor 136;EN;17930;31778;4;Science Fiction;1837.0;11458.62;45.824,00  ;;Selbstverlag;;;;;
2022;Nicht Bestseller Buch 418;Autor 52;FR;15401;22678;14;Sachbuch;1442.0;19040.07;45.877,00  ;;Verlag A;;;;;
2006;Nicht Bestseller Buch 419;Autor 9;DE;13547;45993;4;Roman;743.0;10530.15;45.707,00  ;;Selbstverlag;;;;;
2021;Nicht Bestseller Buch 420;Autor 172;FR;21217;45841;12;Roman;1325.0;7156.1;23.316,00  ;;Verlag A;;;;;
2010;Nicht Bestseller Buch 421;Autor 168;DE;35096;28887;13;Thriller;458.0;6259.34;45.737,00  ;;Verlag C;;;;;
2017;Nicht Bestseller Buch 422;Autor 169;DE;17227;28522;7;Science Fiction;905.0;7024.7;29.768,00  ;;Verlag C;;;;;
2004;Nicht Bestseller Buch 423;Autor 88;DE;31079;47178;0;Science Fiction;495.0;3300.39;45.735,00  ;;Verlag A;;;;;
2009;Nicht Bestseller Buch 424;Autor 83;EN;11355;12479;1;Thriller;1015.0;12625.75;26.054,00  ;;Verlag B;;;;;
2017;Nicht Bestseller Buch 425;Autor 78;ES;45994;31809;1;Science Fiction;954.0;8224.7;45.847,00  ;;Verlag B;;;;;
2022;Nicht Bestseller Buch 426;Autor 13;EN;45691;45750;7;Science Fiction;401.0;4197.62;22.51;;Verlag B;;;;;
2002;Nicht Bestseller Buch 427;Autor 143;FR;46784;27395;2;Fantasy;929.0;9166.55;23.25;;Verlag B;;;;;
2006;Nicht Bestseller Buch 428;Autor 125;DE;45871;47150;5;Biografie;1501.0;11984.09;45.843,00  ;;Selbstverlag;;;;;
2007;Nicht Bestseller Buch 429;Autor 43;DE;12816;11720;14;Fantasy;1406.0;11519.66;46.010,00  ;;Verlag C;;;;;
2008;Nicht Bestseller Buch 430;Autor 61;ES;16497;19391;9;Sachbuch;1643.0;14055.69;33.817,00  ;;Verlag C;;;;;
2000;Nicht Bestseller Buch 431;Autor 176;ES;45994;45994;5;Fantasy;628.0;8867.35;46.235,00  ;;Verlag C;;;;;
2023;Nicht Bestseller Buch 432;Autor 184;FR;16834;21186;8;Biografie;111.0;1202.96;23.44;;Verlag C;;;;;
2000;Nicht Bestseller Buch 433;Autor 95;DE;45902;34366;13;Biografie;702.0;7435.06;45.893,00  ;;Verlag C;;;;;
2013;Nicht Bestseller Buch 434;Autor 82;FR;17593;45839;8;Sachbuch;1010.0;12040.94;19.22;;Selbstverlag;;;;;
2005;Nicht Bestseller Buch 435;Autor 152;DE;45903;23012;13;Thriller;676.0;9934.87;42.186,00  ;;Selbstverlag;;;;;
2018;Nicht Bestseller Buch 436;Autor 9;FR;35096;31778;14;Thriller;1637.0;23323.65;19.21;;Verlag B;;;;;
2016;Nicht Bestseller Buch 437;Autor 129;EN;45903;23377;10;Biografie;885.0;10326.19;24.26;;Verlag C;;;;;
2008;Nicht Bestseller Buch 438;Autor 165;FR;45779;44228;3;Fantasy;1931.0;11713.63;46.357,00  ;;Verlag A;;;;;
2018;Nicht Bestseller Buch 439;Autor 155;EN;12844;12816;14;Biografie;335.0;2269.19;21.44;;Verlag C;;;;;
2014;Nicht Bestseller Buch 440;Autor 21;ES;45994;28856;7;Biografie;1140.0;16835.99;19.968,00  ;;Verlag A;;;;;
2014;Nicht Bestseller Buch 441;Autor 157;DE;46054;28887;9;Roman;484.0;3030.07;32.082,00  ;;Verlag C;;;;;
2024;Nicht Bestseller Buch 442;Autor 90;ES;24139;16862;6;Science Fiction;1474.0;17701.04;35.004,00  ;;Selbstverlag;;;;;
2009;Nicht Bestseller Buch 443;Autor 138;EN;28157;25204;0;Sachbuch;758.0;7922.93;21.520,00  ;;Verlag C;;;;;
2015;Nicht Bestseller Buch 444;Autor 199;EN;22313;45352;7;Thriller;192.0;1207.56;23.75;;Verlag C;;;;;
2012;Nicht Bestseller Buch 445;Autor 39;DE;27791;43132;2;Science Fiction;1624.0;21129.46;21.51;;Verlag A;;;;;
2022;Nicht Bestseller Buch 446;Autor 60;DE;16132;24139;1;Roman;1026.0;12040.18;16.38;;Selbstverlag;;;;;
2016;Nicht Bestseller Buch 447;Autor 47;ES;19025;17958;2;Biografie;1014.0;10707.85;23.82;;Verlag A;;;;;
2016;Nicht Bestseller Buch 448;Autor 190;ES;21217;17930;1;Thriller;295.0;3401.96;23.76;;Verlag B;;;;;
2003;Nicht Bestseller Buch 449;Autor 174;ES;45750;27395;8;Fantasy;348.0;4203.97;45.909,00  ;;Verlag B;;;;;
2005;Nicht Bestseller Buch 450;Autor 122;ES;45902;45691;14;Fantasy;1076.0;15865.26;30.286,00  ;;Selbstverlag;;;;;
2019;Nicht Bestseller Buch 451;Autor 65;EN;12086;17564;8;Sachbuch;959.0;12304.93;20.47;;Verlag B;;;;;
2012;Nicht Bestseller Buch 452;Autor 172;EN;16834;25235;13;Thriller;968.0;14362.4;16.78;;Verlag B;;;;;
2007;Nicht Bestseller Buch 453;Autor 99;DE;45871;45840;0;Roman;198.0;2943.18;17.94;;Verlag B;;;;;
2004;Nicht Bestseller Buch 454;Autor 130;EN;17930;45717;2;Fantasy;1540.0;19821.0;12.571,00  ;;Verlag B;;;;;
2008;Nicht Bestseller Buch 455;Autor 2;ES;12451;12479;10;Sachbuch;1438.0;18256.49;17.71;;Selbstverlag;;;;;
